,full_text,user_location,friends_count,followers_count,reply_count,retweet_count,favorite_count,created_date,manual_positivity,index
3542,@sportsrage Odds that he doesn't have it and later on will say he recovered thanks to hydroxychloroquine?,,559,174,0,0,0,2020-10-02,neg,112310
3543,"@realDonaldTrump @FLOTUS How embarrassing for you!
Fun Facts of the Day: 
Masks work to prevent COVID-19 exposure to the wearer &amp; those around them.
Hydroxychloroquine does not work to prevent COVID-19 infection if you are exposed.
Melanoma won't even hold your hand. You'll be getting through ALL ALONE!",,133,9,0,0,0,2020-10-02,neg,112311
3544,@trish_zornio He will have to do a DNA test for identification! And it will take a lot of courage for Joe Biden to face in the second debate a zombie addicted to bleach and hydroxychloroquine! https://t.co/q9041Ukupt,,99,127,0,0,0,2020-10-02,neg,112312
3545,"@UncleSnotty @79Wagonator Oh, sure. The clown doc who had him taking hydroxychloroquine prophylactically. 🙄🙄🙄",Planet Earth,8992,9044,1,0,1,2020-10-02,neg,112313
3546,"@newsmax @AlanDersh Trump needs to take Hydroxychloroquine 200 mg with Vitamin C at 1000 to 2000 mg, Zinc 50mg, and add Azithromycin 250 mg (for the next 5 days) to keep his lungs/breathing openly.https://t.co/D6t2tl1Raw","San Marcos, Texas",355,52,0,0,0,2020-10-02,pos,112314
3547,@mmpadellan Why doesn't he just take hydroxychloroquine and knock it right out or he could inject bleach. It is what it is.,,87,6,0,0,1,2020-10-02,neg,112315
3548,"@d1Vinman My first thought: @realDonaldTrump's COVID's test is FAKE!

*Maybe it's a sympathy ploy for his re-election

*Or he'll quickly recover and say ""SEE, I'm a high-risk, I got COVID &amp; came through just fine. Nothing to worry about""

*Or promote #Hydroxychloroquine
*Exit strategy",,3287,1354,1,4,9,2020-10-02,neg,112316
3549,"A @PennMedicine study found that hydroxychloroquine was comparable to a placebo in preventing #COVID19.

https://t.co/AwU0vIioWX","Philadelphia, PA",675,381,0,1,2,2020-10-02,pos,112317
3550,"@aegies I could go all day on the matter too, no evidence hydroxychloroquine helps?  Well, you saw my other post.  February democrats like Nancy going out saying there was no risk?  January the WHO stating there was no evidence of human to human transmission, despite the fact that",,8,4,0,0,0,2020-10-02,neg,112318
3551,"@replouiegohmert @realDonaldTrump @FLOTUS Louie Please talk to Trump and his family. Make sure they are taking Hydroxychloroquine 200 mg with Vitamin C at 1000 to 2000 mg, Zinc 50mg, and add Azithromycin 250 mg (for the next 5 days) to keep his lungs/breathing openly.","San Marcos, Texas",253,18,0,0,0,2020-10-02,pos,112319
3552,I was just telling @Maddie_Eide that I have a suspicion it could be a ploy to prove covid isn’t a big deal or that hydroxychloroquine really is a cure,,96,66,0,0,0,2020-10-02,neg,112320
3553,@FLOTUS I believe your husband recommends hydroxychloroquine.,"Atlanta, GA",293,193,0,0,0,2020-10-02,neg,112321
3554,@mikiebarb What if Hydroxychloroquine + zpac cure him in a couple of days. Then your anti-hydroxychloroquine stories will all be garbage.,"Texas, USA",752,725,0,0,0,2020-10-02,pos,112322
3555,I sooooooooo hope Trump credits Hydroxychloroquine for his speedy recovery.  I'll have to vote five or six times more for him than I already have if he breaks that out.,,239,573,1,0,7,2020-10-02,pos,112323
3556,"@HelaoSouse @ektaka If fake he has a miraculous recovery.
Many angles to play.
Not as serious as they said.
Hydroxychloroquine saved him.
No more debates.
Garner sympathy, patriotic surge.
Push vaccine.
The list goes on &amp; on.",,3180,2594,0,1,4,2020-10-02,neg,112324
3557,"So why then would Trump roll with a false positive, or outright fake it? Political leverage. This gets him out of the spotlight in terms of the debate, and into the spotlight in terms of sympathy/empathy with supporters.

In 2 weeks he'll say ""hydroxychloroquine saved me"" 🤷‍♂️","The Void, Ohio",267,110,1,0,0,2020-10-02,neg,112325
3558,@saletan Do you think Trump is loading up on hydroxychloroquine?,,173,73,0,0,0,2020-10-02,neu,112326
3559,"@DoringHaak @Metalivy74 BECAUSE IT DIFFICULT TO GET THE VIRUS WHEN YOU SPEND 99% OF YOUR TIME IN A BASEMENT GETTING AN INTRAVENOUS FEED OF ""HYDROXYCHLOROQUINE"" EVERY DAY!","Goose Creek, SC",523,484,0,0,0,2020-10-02,neg,112327
3560,@LeeHolly81 @realDonaldTrump @FLOTUS He’s not really sick then he’s going to try and make it seem like hydroxychloroquine cured him. He’s just trying to cover the fact HR McMaster outed him as a traitor for Russia yesterday.,,16,1,0,0,0,2020-10-02,neg,112328
3561,@Rknap14 I heard there is a conspiracy theory that his announcement of catching Covid was planned and that he intends to pretend to get better using hydroxychloroquine.,,84,7,1,0,0,2020-10-02,neg,112329
3562,@WillWilsonI2 @Angelomoneybags @shamrocknshen @RealTina40 Testing positive doesnt mean all that much for all you know he is completely immune from good genes or Hydroxychloroquine. Just means it is in the system. Really isnt all that bad to have light cold or flu symptoms for a week.,,159,58,1,0,1,2020-10-02,pos,112330
3563,Scenes when Donald Trump comes out to say he took Hydroxychloroquine and was healed of Covid-19. 🤣🤣🤣,"Port Harcourt, Nigeria",10562,13684,2,0,2,2020-10-02,neg,112331
3564,"@gtconway3d @VoLinxx I don't know what the big deal is, all he needs to do it take some hydroxychloroquine.",,90,192,0,0,0,2020-10-02,pos,112332
3565,"@ae_mixx Makes sense, but I'm doubtful simply because something similar happened here before presidential debates, which benefitted Bolsonaro, and he also said he had Covid and about a week later was cured thanks to hydroxychloroquine.",Brazil,272,33,0,0,0,2020-10-02,neg,112333
3566,@JamesTHarris Wait a minute?  I thought Trump had been proactively treating himself with hydroxychloroquine the entire time.  I believe the government is looking for impactful ways to ensure compliance once the vaccine is ready.  Not just Bill Gates &amp; the left.  THE government.  Yes I said it!,"Sacramento, CA",16,2,2,0,0,2020-10-02,neg,112334
3567,@realDonaldTrump @FLOTUS I think this is fake news. He’s not really sick then he’s going to try and make it seem like hydroxychloroquine cured him. He’s just trying to cover the fact HR McMaster outed him as a traitor for Russia yesterday.,,16,1,0,0,0,2020-10-02,neg,112335
3568,Is he going to take hydroxychloroquine or?,🏜,689,104,0,0,0,2020-10-02,neu,112336
3569,"Calling it now : Drumpf is lying about being infected. Hes doing it so he has an excuse not to debate. He'll also miraculously get better within 2 weeks, using hydroxychloroquine or another unproven vaccine and hell come back stronger in the polls.",,180,13,0,0,0,2020-10-02,neg,112337
3570,"@GeorgeTakei Also, Trump is now living proof that Hydroxychloroquine doesn't prevent COVID19 infections, right?",New York City,815,3563,1,0,8,2020-10-02,neg,112338
3571,"@nmbersdntlie @brianbolek @m1ddy @ChrisCuomo @realDonaldTrump also a possibility that his superhuman recovery will be powered by hydroxychloroquine or some other ""cure"" that coincidentally will be well within his stock portfolio","Stanley, KS",966,540,1,0,1,2020-10-02,neg,112339
3572,"@AP @APHealthScience Remember he has the greatest positive on his side. That is called #Hydroxychloroquine and Zinc. He will certainly use the #ZelenkoProtocol and come out of this shining, must to the consternation of all of you naysayers.....",Pune,189,408,0,0,1,2020-10-02,pos,112340
3573,"@donwinslow @PressSec The doctor who wrote the memo supposedly gave Trump hydroxychloroquine -- a drug not approved by the FDA for use with Covid. So, our confirmation process is a tweet from the President and a message from McEnany?",Santa Fe New Mexico,3410,4543,0,0,4,2020-10-02,neg,112341
3574,"@fwtoney Getting covid goes to prove that hydroxychloroquine doesnt cure it, hopefully now there will be enough for us that depend on it.",London,281,527,0,0,0,2020-10-02,neg,112342
3575,"@drdavidsamadi Well, all that hydroxychloroquine did zip, but at least he can spend his post-presidential life working as a walking saltwater aquarium","Chicago, IL",856,75,0,0,0,2020-10-02,neg,112343
3576,"Just goes to show the ""effectiveness"" of #Hydroxychloroquine which he was taking as a preventive measure",Across the river from Philly,3555,664,0,0,0,2020-10-02,neg,112344
3577,"@beyouonlybetter @realDonaldTrump @FLOTUS He should take hydroxychloroquine, he will be okay","Denver, CO",150,14,0,0,0,2020-10-02,pos,112345
3578,"@TayAndersonCO Watch him use this as his “corona is a hoax” narritive. As an excuse to skip the next debate, push hydroxychloroquine, and “prove” he was right about the severity of it. Get me some popcorn...",,319,141,0,0,2,2020-10-02,neg,112346
3579,@jimiuorio he will be fine and he will tweet that he was saved by using hydroxychloroquine. That should piss off a lot of people.,USA,433,41,0,0,1,2020-10-02,pos,112347
3580,@piersmorgan @ZaraRahim He won’t. He’ll be just fine sweetheart. He has Hydroxychloroquine.,,127,25,0,0,1,2020-10-02,pos,112348
3581,"@KaitMarieox If they didn’t get tested none of this would have happened. 
*pops hydroxychloroquine*
*injects bleach*",moose jaw,623,89,0,0,0,2020-10-02,neg,112349
3582,"@KaitMarieox If they didn’t get tested none of this would have happened. 
*pops hydroxychloroquine*
*injects bleach*",moose jaw,623,89,0,0,0,2020-10-02,neg,112350
3583,"@seanhannity But wait!!! This justin from the not so mainstream media.
HEADLINE
""Man 74 Taking Hydroxychloroquine Has Covid19 Bounce Right Off Him""","Huntington Beach, CA",39,6,0,0,0,2020-10-02,neg,112351
3584,"@hardmoneymag The sad/frustrating truth is he has world-class doctors, so it is very likely he'll end up being fine and attribute that to Hydroxychloroquine because that's how a placebo + confirmation bias works.

😕😕","Hastings District, New Zealand",1152,2642,0,0,0,2020-10-02,neg,112352
3585,@JeffOnTheRight Some are saying he doesn’t really have it he is faking it and will say he is cured after 2 Weeks because he took hydroxychloroquine and then there are these People that think this way😳😳😳 https://t.co/JvyLW6gEad,,1708,937,0,0,1,2020-10-02,neu,112353
3586,"@mattgaetz It's only flu what's the problem?
A bit of anal light probing and a few chewable Lysol tablets and a handful of hydroxychloroquine he'll be right as rain in a week.",Depends were I am,522,400,0,0,1,2020-10-02,pos,112354
3587,"@LindseyGrahamSC @realDonaldTrump @FLOTUS @MELANIATRUMP It's only flu what's the problem?
A bit of anal light probing and a few chewable Lysol tablets and a handful of hydroxychloroquine he'll be right as rain in a week.",Depends were I am,522,400,0,0,0,2020-10-02,pos,112355
3588,"@guynormanbee From Robert Reich: What's the likely outcome?
A. Trump and his followers now realize the severity of the disease. 
B. His symptoms are mild and he uses the experience to push a “see, it’s not so bad!” msg
C. It's all fake. He returns &amp; announce he took hydroxychloroquine,it works",New England,244,126,1,0,1,2020-10-02,neg,112356
3589,"@JoeyyFPS a mask doesn't prevent you from contracting the virus, it prevents you from spreading it. He didn't encourage anyone to inject hydroxychloroquine, he said that it was proven to help people who got the virus to survive.","Social, Articles, Partners👉🏻",948,3159,1,0,1,2020-10-02,pos,112357
3590,"Opinion: Even the President of the United States isn't safe https://t.co/4YhZPNNObE 

NOT TO WORRY     Trump touts hydroxychloroquine as a cure for Covid-19.",,0,1,0,0,0,2020-10-02,pos,112358
3591,"@B52Malmet Sooo, I'm guessing that whole thing about hydroxychloroquine was all BULLSHIT, yes?","Pluckemin, NJ",1206,457,0,0,0,2020-10-02,neg,112359
3592,@mprigdon1 There’s nothing more that I’d love than him taking a shot of hydroxychloroquine live on the air,,517,310,0,0,2,2020-10-02,neg,112360
3593,@grannypen @windthin He could've taken tons of hydroxychloroquine! It's completely useless to prevent or treat COVID-19!,,1398,132,1,0,1,2020-10-02,neg,112361
3594,@realDonaldTrump @FLOTUS @realDonaldTrump  Take a shot of your miracle drug #Hydroxychloroquine  that will have you back to lying in no time.,,1355,276,0,0,0,2020-10-02,neg,112362
3595,#TrumpHasCovid I heard hydroxychloroquine is a good remedy ✌🏼,"Galway, Ireland",29,11,0,0,0,2020-10-02,neg,112363
3596,"@realDonaldTrump my thoughts and PRAYERS are with you and the @FLOTUS now and ALWAYS!!! I pray for both of you to have a speedy recovery! 
Now is you chance to PROVE TO THE WORLD that Hydroxychloroquine TRULY DOES WORK!!!",,23,1,0,0,0,2020-10-02,pos,112364
3597,"@thehill Well duh, he has high concentration of hydroxychloroquine in his decrepit body, he'll be walking down the ramp as agile and gracefully as he always does in no time.",,43,25,0,0,0,2020-10-02,neg,112365
3598,Bleach + Hydroxychloroquine - see it’s easy to be an armchair doctor and when you have zero compassion for the sick and dying. #CovidTrump,Washington DC,99,59,0,0,1,2020-10-02,neg,112366
3599,"@realDonaldTrump @FLOTUS Please start The Zelenko Protocol - zinc, hydroxychloroquine and azithromycin. Rep Louie Gohmert and Sen Rand Paul used it for full recovery!","Reno, NV",66,2,0,0,0,2020-10-02,neg,112367
3600,"#PrayForTrump that you realize that this is not a hoax, mask work and protect people (PROVEN) and hydroxychloroquine does not prevent it",,149,8,0,0,0,2020-10-02,neg,112368
3601,"@NMSportster @JaneidyEve Yup. I never trust fox news. NBC is not on my list of trusted sources either. Newspapers are actually much more trustworthy as they are under Libel penalties since it is not all ""opinion"" shows. but the next 3 days should enlighten us. I guess the hydroxychloroquine didn't help.",SF Bay Area,291,195,2,0,1,2020-10-02,neg,112369
3602,Trump probably geeking bad off the hydroxychloroquine right now.,,456,942,0,0,0,2020-10-02,neg,112370
3603,"@glennkirschner2 I don't want to wish ill on Trump, but I thought what if he's only asymptomatic or if he only gets a mild form of C0VID19. Will he then tell the public its ""no big thing"" &amp; continue to push for herd immunity? Encourage hydroxychloroquine, again?",,246,45,0,0,0,2020-10-02,neg,112371
3604,"@DrDenaGrayson @cindycrum Are we sure he really has it? I can see him staging this entire thing so he can ""beat the virus"" and sell #Hydroxychloroquine and Lysol respirators. https://t.co/iWXIQPlNCz",United States,8035,8067,0,1,3,2020-10-02,neg,112372
3605,@damocrat I’m just wondering how he's goign to spin  it. His recovery is bound to be down to his superior genes (and possibly hydroxychloroquine).,London,984,915,0,0,0,2020-10-02,neu,112373
3606,"@RealSheilaZ The silenced doctors said ""The virus has a cure, it's called hydroxychloroquine, zinc, and Zithromax."" Is #Trump about to personally validate the cure when he's 100% healthy in 72 hours? Would this mean DEM states can no longer use COVID as an excuse to shut down the economy?","Trump Land, USA",1280,1108,0,1,6,2020-10-02,neg,112374
3607,"Did he get his shot of #Hydroxychloroquine and #UVLight He says it works. #DonaldTrump
#VoteBidenHarris2020  #VoteBlueToEndThisNightmare  #VoteTrumpOut",,1355,276,0,0,0,2020-10-02,neg,112375
3608,"Very suss for the #CovidDenier who is also a #SuperSpreaderHost, who previously pushed #Hydroxychloroquine to profit from, along with boosting a bonkas #WitchDoctor.

Handy when you want to change the narrative &amp; end the tidal wave of public scrutiny over #taxes, #WhiteSupremacy",,6474,5942,0,0,1,2020-10-02,neg,112376
